datetime,region,latitude,longitude,wind_speed_kmh,pressure_hpa,humidity_pct,rainfall_mm,air_temp_c,tide_height_m,wave_height_m,sst_c,salinity_ppt,chlorophyll_mg_m3,turbidity_ntu,month,season,threat_type
2021-06-21,Mumbai,19.07,72.87,23.99,999.91,81.18,1.3,29.48,0.72,2.34,29.56,34.5,0.24,1.47,6,Monsoon,No Threat
2021-06-22,Mumbai,19.07,72.87,29.84,1000.22,71.42,2.54,28.38,0.67,0.97,28.8,34.84,0.379,1.83,6,Monsoon,No Threat
2021-06-23,Mumbai,19.07,72.87,32.78,994.05,88.79,1.37,26.89,1.48,1.52,28.01,35.18,0.381,1.77,6,Monsoon,No Threat
2021-06-24,Mumbai,19.07,72.87,44.32,989.09,66.01,11.23,26.67,2.32,2.25,28.07,32.49,0.485,1.1,6,Monsoon,No Threat
2021-06-25,Mumbai,19.07,72.87,16.71,1000.74,75.11,2.63,31.77,1.74,1.98,29.98,34.1,0.603,2.59,6,Monsoon,No Threat
2021-06-26,Mumbai,19.07,72.87,7.43,1009.21,78.48,0.0,28.78,1.9,0.1,27.62,34.19,0.154,0.77,6,Monsoon,No Threat
2021-06-27,Mumbai,19.07,72.87,29.66,1007.47,64.38,6.23,27.0,1.21,2.41,29.44,34.52,0.217,3.13,6,Monsoon,No Threat
2021-06-28,Mumbai,19.07,72.87,35.0,1002.78,66.7,7.59,31.31,1.83,2.32,26.59,35.12,0.761,2.32,6,Monsoon,No Threat
2021-06-29,Mumbai,19.07,72.87,11.09,1002.21,85.82,3.1,32.49,1.63,1.88,29.3,34.99,0.685,0.98,6,Monsoon,No Threat
2021-06-30,Mumbai,19.07,72.87,20.69,999.85,79.58,14.7,34.19,0.07,1.77,29.05,34.19,0.198,3.59,6,Monsoon,No Threat
2021-07-01,Mumbai,19.07,72.87,25.85,1002.52,76.93,17.06,33.3,1.51,1.51,29.34,34.71,0.519,1.73,7,Monsoon,No Threat
2021-07-02,Mumbai,19.07,72.87,4.93,1012.28,81.93,5.58,29.02,1.12,1.89,29.83,35.85,0.37,1.1,7,Monsoon,No Threat
2021-07-03,Mumbai,19.07,72.87,21.63,994.97,87.18,2.59,27.83,1.19,0.65,27.16,35.49,0.309,0.99,7,Monsoon,No Threat
2021-07-04,Mumbai,19.07,72.87,29.11,1006.67,71.4,6.95,26.68,1.34,1.7,27.89,33.66,0.121,1.6,7,Monsoon,No Threat
2021-07-05,Mumbai,19.07,72.87,29.78,1001.4,63.92,1.53,25.85,1.46,1.08,27.39,34.17,0.413,1.33,7,Monsoon,No Threat
2021-07-06,Mumbai,19.07,72.87,14.61,1005.96,91.73,5.23,33.35,2.23,2.35,26.61,35.25,0.591,0.74,7,Monsoon,No Threat
2021-07-07,Mumbai,19.07,72.87,29.22,1004.07,66.35,0.08,34.24,0.6,2.44,29.19,34.76,0.86,0.99,7,Monsoon,No Threat
2021-07-08,Mumbai,19.07,72.87,26.23,996.68,77.25,12.3,29.08,0.56,1.68,30.51,34.26,0.354,1.75,7,Monsoon,No Threat
2021-07-09,Mumbai,19.07,72.87,37.42,1003.28,78.59,0.07,31.42,1.05,1.84,27.4,34.3,0.332,0.78,7,Monsoon,No Threat
2021-07-10,Mumbai,19.07,72.87,24.27,1010.63,80.0,13.49,31.18,0.68,2.07,30.2,34.94,0.396,4.03,7,Monsoon,No Threat
2021-07-11,Mumbai,19.07,72.87,21.87,1001.87,57.82,2.3,30.71,1.7,2.36,28.22,35.63,0.12,1.93,7,Monsoon,No Threat
2021-07-12,Mumbai,19.07,72.87,28.12,1008.63,69.5,2.93,32.15,1.11,2.05,29.45,34.73,0.428,1.1,7,Monsoon,No Threat
2021-07-13,Mumbai,19.07,72.87,31.15,994.58,80.43,10.67,27.4,1.86,2.81,28.1,34.22,0.147,1.26,7,Monsoon,No Threat
2021-07-14,Mumbai,19.07,72.87,36.29,1002.69,79.82,1.84,31.37,0.83,1.33,29.35,34.77,0.82,0.42,7,Monsoon,No Threat
2021-07-15,Mumbai,19.07,72.87,14.68,1007.36,76.75,6.9,30.41,2.75,0.85,29.07,34.11,0.546,1.04,7,Monsoon,No Threat
2021-07-16,Mumbai,19.07,72.87,24.36,1003.05,62.54,0.44,30.14,1.35,2.23,27.56,34.62,0.381,0.5,7,Monsoon,No Threat
2021-07-17,Mumbai,19.07,72.87,11.75,1008.29,67.63,16.08,28.25,2.13,3.01,26.6,33.35,1.564,2.32,7,Monsoon,Erosion
2021-07-18,Mumbai,19.07,72.87,3.14,1011.74,78.28,3.8,32.31,1.66,0.65,28.1,34.25,0.495,0.93,7,Monsoon,No Threat
2021-07-19,Mumbai,19.07,72.87,18.43,998.4,48.15,0.09,30.65,3.08,0.97,30.26,35.4,0.438,3.45,7,Monsoon,No Threat
2021-07-20,Mumbai,19.07,72.87,24.74,1006.97,85.96,3.0,28.44,1.71,1.73,28.39,35.35,0.302,0.94,7,Monsoon,No Threat
2021-07-21,Mumbai,19.07,72.87,22.95,1007.91,76.92,0.38,28.6,2.23,1.54,26.25,35.16,0.211,0.61,7,Monsoon,No Threat
2021-07-22,Mumbai,19.07,72.87,15.01,1000.16,83.97,6.17,33.19,1.38,3.13,28.82,35.58,1.07,1.85,7,Monsoon,No Threat
2021-07-23,Mumbai,19.07,72.87,21.94,1006.65,85.74,6.78,33.82,1.24,1.52,28.86,34.94,0.41,1.79,7,Monsoon,No Threat
2021-07-24,Mumbai,19.07,72.87,35.25,1006.66,64.67,3.21,30.99,0.91,2.91,27.74,34.13,0.191,0.96,7,Monsoon,No Threat
2021-07-25,Mumbai,19.07,72.87,21.49,1002.83,77.22,2.41,28.8,1.81,2.57,27.71,35.26,0.146,2.17,7,Monsoon,No Threat
2021-07-26,Mumbai,19.07,72.87,17.72,1005.66,80.97,1.23,27.63,0.58,2.16,29.75,35.1,0.619,1.95,7,Monsoon,No Threat
2021-07-27,Mumbai,19.07,72.87,13.45,1013.0,71.67,4.07,31.23,1.56,1.42,29.31,34.54,0.269,2.07,7,Monsoon,No Threat
2021-07-28,Mumbai,19.07,72.87,27.09,1000.38,82.57,9.76,31.53,1.44,1.66,29.96,34.25,0.082,2.25,7,Monsoon,No Threat
2021-07-29,Mumbai,19.07,72.87,20.67,1008.52,85.71,4.9,35.05,1.65,2.55,28.67,34.72,0.264,3.31,7,Monsoon,No Threat
2021-07-30,Mumbai,19.07,72.87,19.17,1009.11,78.68,1.19,24.75,2.17,2.16,29.33,35.73,0.332,0.87,7,Monsoon,No Threat
2021-07-31,Mumbai,19.07,72.87,33.52,1005.48,75.01,5.87,26.81,2.11,3.14,27.61,34.39,0.937,3.59,7,Monsoon,Erosion
2021-08-01,Mumbai,19.07,72.87,36.28,993.66,71.65,0.1,30.86,1.82,3.22,29.52,35.1,0.16,7.54,8,Monsoon,Erosion
2021-08-02,Mumbai,19.07,72.87,6.4,1007.59,76.51,4.49,31.91,1.22,1.29,28.41,34.44,0.409,0.99,8,Monsoon,No Threat
2021-08-03,Mumbai,19.07,72.87,17.63,1006.21,83.95,29.46,28.42,1.68,1.78,29.93,34.14,0.302,2.37,8,Monsoon,No Threat
2021-08-04,Mumbai,19.07,72.87,21.47,1004.75,68.4,3.17,28.24,1.21,1.64,28.19,34.59,0.333,1.76,8,Monsoon,No Threat
2021-08-05,Mumbai,19.07,72.87,22.51,997.92,70.13,1.48,29.12,2.33,1.08,28.04,34.97,0.708,1.03,8,Monsoon,No Threat
2021-08-06,Mumbai,19.07,72.87,15.73,1005.09,77.36,3.52,27.34,1.72,0.97,28.39,33.66,0.328,0.9,8,Monsoon,No Threat
2021-08-07,Mumbai,19.07,72.87,28.22,997.51,92.39,4.27,29.2,2.19,2.52,28.0,35.2,0.932,1.52,8,Monsoon,Erosion
2021-08-08,Mumbai,19.07,72.87,22.62,1000.57,41.75,9.11,26.33,2.09,1.62,26.46,34.06,1.222,1.47,8,Monsoon,No Threat
2021-08-09,Mumbai,19.07,72.87,30.22,1002.69,97.19,1.31,29.6,0.26,2.71,27.43,35.02,0.125,1.49,8,Monsoon,No Threat
2021-08-10,Mumbai,19.07,72.87,18.25,1000.09,78.8,17.52,29.52,0.86,1.9,29.96,34.14,0.197,1.92,8,Monsoon,No Threat
2021-08-11,Mumbai,19.07,72.87,28.0,1003.54,63.98,1.23,31.7,1.31,2.42,28.86,35.0,1.034,1.88,8,Monsoon,No Threat
2021-08-12,Mumbai,19.07,72.87,17.83,998.21,83.29,0.2,29.93,0.96,1.27,28.85,34.68,0.058,0.35,8,Monsoon,No Threat
2021-08-13,Mumbai,19.07,72.87,4.41,1009.96,69.74,8.79,33.47,1.17,0.56,31.39,34.76,0.356,2.48,8,Monsoon,No Threat
2021-08-14,Mumbai,19.07,72.87,18.13,1003.55,87.0,0.88,29.45,1.5,1.45,27.82,34.98,0.104,1.93,8,Monsoon,No Threat
2021-08-15,Mumbai,19.07,72.87,17.24,1001.69,69.65,7.41,30.9,1.98,0.93,29.39,34.72,0.21,1.46,8,Monsoon,No Threat
2021-08-16,Mumbai,19.07,72.87,29.62,999.39,80.05,1.54,30.49,2.47,2.78,29.54,34.5,0.172,2.21,8,Monsoon,Erosion
2021-08-17,Mumbai,19.07,72.87,25.51,1009.25,58.61,2.1,29.02,1.25,1.16,27.19,34.94,0.335,1.71,8,Monsoon,No Threat
2021-08-18,Mumbai,19.07,72.87,21.23,1002.93,83.25,4.31,32.04,0.96,3.06,29.62,34.57,0.868,0.83,8,Monsoon,No Threat
2021-08-19,Mumbai,19.07,72.87,13.98,1000.65,87.23,0.64,29.35,1.66,2.82,28.42,33.68,0.653,0.48,8,Monsoon,No Threat
2021-08-20,Mumbai,19.07,72.87,14.55,1002.43,72.23,6.6,31.79,1.85,1.78,28.82,35.43,0.629,1.76,8,Monsoon,No Threat
2021-08-21,Mumbai,19.07,72.87,10.2,1002.33,63.7,0.63,36.03,1.61,1.03,29.01,36.0,0.087,1.73,8,Monsoon,No Threat
2021-08-22,Mumbai,19.07,72.87,19.78,1006.03,76.3,3.06,29.25,1.86,0.86,29.08,33.81,0.832,1.06,8,Monsoon,No Threat
2021-08-23,Mumbai,19.07,72.87,15.31,1009.24,69.16,1.17,32.6,1.48,1.06,29.98,34.74,0.224,0.61,8,Monsoon,No Threat
2021-08-24,Mumbai,19.07,72.87,21.83,1001.29,79.11,0.63,29.53,1.63,2.17,27.89,34.81,0.05,0.84,8,Monsoon,No Threat
2021-08-25,Mumbai,19.07,72.87,25.87,998.22,71.57,2.7,30.43,1.67,1.34,28.72,35.04,0.294,0.96,8,Monsoon,No Threat
2021-08-26,Mumbai,19.07,72.87,9.12,1013.84,59.39,1.47,33.45,1.34,0.92,30.58,34.26,0.224,1.43,8,Monsoon,Algal Bloom
2021-08-27,Mumbai,19.07,72.87,15.57,1002.68,74.07,0.92,28.68,1.6,2.38,28.52,33.84,0.464,1.08,8,Monsoon,Pollution
2021-08-28,Mumbai,19.07,72.87,39.32,1004.23,94.9,2.8,30.88,1.97,2.77,28.78,34.59,0.914,1.45,8,Monsoon,No Threat
2021-08-29,Mumbai,19.07,72.87,7.7,1002.72,74.43,3.61,33.05,1.9,0.2,28.23,34.68,1.169,0.97,8,Monsoon,No Threat
2021-08-30,Mumbai,19.07,72.87,38.29,991.67,75.73,5.39,29.16,1.06,2.6,26.95,35.04,0.502,0.66,8,Monsoon,No Threat
2021-08-31,Mumbai,19.07,72.87,12.76,1002.34,78.89,0.44,30.63,0.99,1.43,27.14,35.0,0.26,0.91,8,Monsoon,No Threat
2021-09-01,Mumbai,19.07,72.87,18.66,1002.83,71.41,4.38,29.8,1.43,1.73,26.42,35.61,0.362,1.78,9,Monsoon,No Threat
2021-09-02,Mumbai,19.07,72.87,31.43,994.93,83.47,0.26,24.68,2.21,1.95,27.79,35.19,0.582,0.88,9,Monsoon,No Threat
2021-09-03,Mumbai,19.07,72.87,11.89,1001.83,74.89,2.92,28.36,0.86,0.41,27.02,34.81,1.013,1.59,9,Monsoon,No Threat
2021-09-04,Mumbai,19.07,72.87,15.86,1006.13,63.46,5.69,25.62,2.42,1.07,29.13,34.0,0.532,1.27,9,Monsoon,No Threat
2021-09-05,Mumbai,19.07,72.87,17.87,1004.83,82.61,8.75,27.14,2.06,2.1,27.18,34.43,0.187,3.1,9,Monsoon,No Threat
2021-09-06,Mumbai,19.07,72.87,18.49,1012.58,70.9,3.15,31.78,0.68,2.99,26.3,34.27,0.874,1.52,9,Monsoon,No Threat
2021-09-07,Mumbai,19.07,72.87,36.24,1002.43,81.63,1.46,28.19,2.01,2.6,29.92,34.06,1.328,3.07,9,Monsoon,Erosion
2021-09-08,Mumbai,19.07,72.87,19.27,1012.08,67.65,5.89,31.8,1.84,0.86,27.53,35.11,0.826,1.75,9,Monsoon,No Threat
2021-09-09,Mumbai,19.07,72.87,19.35,994.69,71.83,0.43,29.94,0.82,3.12,26.96,34.91,0.784,0.59,9,Monsoon,No Threat
2021-09-10,Mumbai,19.07,72.87,23.76,1013.3,58.31,12.46,32.65,0.82,1.72,27.3,35.17,1.602,2.01,9,Monsoon,No Threat
2021-09-11,Mumbai,19.07,72.87,29.09,1004.36,73.84,0.01,30.63,0.93,1.57,29.92,35.66,0.289,1.23,9,Monsoon,No Threat
2021-09-12,Mumbai,19.07,72.87,19.39,1013.93,66.22,0.5,29.05,1.01,1.98,30.34,34.4,0.259,1.44,9,Monsoon,No Threat
2021-09-13,Mumbai,19.07,72.87,13.44,1001.58,81.08,0.44,36.91,0.17,2.22,26.63,35.69,0.269,1.08,9,Monsoon,No Threat
2021-09-14,Mumbai,19.07,72.87,25.1,996.05,87.77,1.98,30.85,0.97,0.81,29.95,35.45,0.186,1.04,9,Monsoon,No Threat
2021-09-15,Mumbai,19.07,72.87,24.64,1005.65,85.36,10.31,32.05,2.52,1.94,27.08,34.86,1.857,1.17,9,Monsoon,No Threat
2021-09-16,Mumbai,19.07,72.87,19.6,1004.24,86.22,0.45,35.8,2.17,3.38,29.29,34.03,1.694,1.21,9,Monsoon,Erosion
2021-09-17,Mumbai,19.07,72.87,20.72,998.87,78.45,6.55,33.22,2.31,0.88,26.86,34.58,0.523,3.85,9,Monsoon,No Threat
2021-09-18,Mumbai,19.07,72.87,22.21,1004.58,65.35,7.06,34.07,0.12,1.04,28.76,34.07,0.326,1.82,9,Monsoon,No Threat
2021-09-19,Mumbai,19.07,72.87,14.88,1003.11,54.35,2.56,28.29,0.4,0.7,27.65,35.92,0.23,1.46,9,Monsoon,Erosion
2021-09-20,Mumbai,19.07,72.87,24.82,1000.82,89.51,2.57,34.52,0.97,1.69,27.16,34.53,0.179,1.93,9,Monsoon,Erosion
2021-09-21,Mumbai,19.07,72.87,27.94,998.72,56.54,8.12,32.3,0.99,2.09,29.53,34.72,0.099,1.15,9,Monsoon,No Threat
2021-09-22,Mumbai,19.07,72.87,31.74,997.33,80.06,8.81,33.72,1.45,1.57,29.81,34.88,0.199,2.5,9,Monsoon,No Threat
2021-09-23,Mumbai,19.07,72.87,25.81,997.2,100.0,13.74,31.33,1.35,3.41,27.69,34.28,1.722,1.42,9,Monsoon,No Threat
2021-09-24,Mumbai,19.07,72.87,22.75,1002.85,62.07,2.92,28.67,1.68,2.73,29.87,34.41,0.966,1.51,9,Monsoon,No Threat
2021-09-25,Mumbai,19.07,72.87,23.48,1009.32,75.52,4.65,31.44,1.84,1.01,26.95,34.88,0.393,1.06,9,Monsoon,No Threat
2021-09-26,Mumbai,19.07,72.87,26.86,1007.6,73.88,0.89,27.99,1.18,1.62,27.85,34.7,0.44,0.31,9,Monsoon,No Threat
2021-09-27,Mumbai,19.07,72.87,4.78,1007.25,67.72,0.37,30.02,2.51,2.67,28.69,35.41,0.403,0.56,9,Monsoon,Erosion
2021-09-28,Mumbai,19.07,72.87,17.24,1005.05,74.09,0.66,29.8,0.52,1.8,28.88,34.87,0.268,0.69,9,Monsoon,No Threat
2021-09-29,Mumbai,19.07,72.87,11.31,1010.66,48.59,0.12,29.19,0.9,1.18,30.34,35.2,0.167,0.47,9,Monsoon,No Threat
2021-09-30,Mumbai,19.07,72.87,22.59,1001.08,80.11,3.22,34.84,0.97,0.96,29.1,34.53,0.235,1.88,9,Monsoon,No Threat
2021-10-01,Mumbai,19.07,72.87,5.38,1002.03,69.46,1.3,34.0,1.77,1.69,27.55,35.03,0.974,0.38,10,Post-Monsoon,No Threat
2021-10-02,Mumbai,19.07,72.87,13.69,996.69,69.18,1.66,27.07,0.0,1.25,29.87,33.73,0.136,1.49,10,Post-Monsoon,No Threat
2021-10-03,Mumbai,19.07,72.87,21.86,997.33,87.05,1.24,28.44,2.04,1.1,30.15,34.96,0.606,2.96,10,Post-Monsoon,No Threat
2021-10-04,Mumbai,19.07,72.87,7.78,1004.35,78.47,0.51,36.28,1.51,1.27,29.69,34.24,0.368,0.99,10,Post-Monsoon,No Threat
2021-10-05,Mumbai,19.07,72.87,15.81,1009.19,80.79,3.4,23.72,1.65,2.43,28.77,35.27,0.276,2.81,10,Post-Monsoon,No Threat
2021-10-06,Mumbai,19.07,72.87,11.25,1008.17,66.68,0.43,28.4,1.83,0.25,26.63,35.91,0.196,1.37,10,Post-Monsoon,No Threat
2021-10-07,Mumbai,19.07,72.87,4.96,1005.86,88.37,2.4,32.96,2.89,0.31,30.01,35.44,0.161,2.32,10,Post-Monsoon,No Threat
2021-10-08,Mumbai,19.07,72.87,13.56,1003.36,95.5,0.41,30.0,1.99,2.16,27.53,33.78,0.548,1.36,10,Post-Monsoon,Pollution
2021-10-09,Mumbai,19.07,72.87,24.82,1001.16,74.05,0.21,31.04,2.23,2.57,26.85,35.01,0.072,1.24,10,Post-Monsoon,Erosion
2021-10-10,Mumbai,19.07,72.87,21.32,1000.39,59.57,0.33,28.42,1.58,1.89,30.11,34.38,0.105,0.62,10,Post-Monsoon,No Threat
2021-10-11,Mumbai,19.07,72.87,14.42,1001.12,84.9,3.13,28.53,1.98,1.33,28.99,35.07,0.5,0.89,10,Post-Monsoon,No Threat
2021-10-12,Mumbai,19.07,72.87,16.78,1002.61,76.6,0.19,35.53,2.1,1.27,28.35,35.0,0.916,1.92,10,Post-Monsoon,No Threat
2021-10-13,Mumbai,19.07,72.87,22.09,999.8,83.46,0.44,32.88,1.47,1.91,28.59,34.7,0.908,1.16,10,Post-Monsoon,No Threat
2021-10-14,Mumbai,19.07,72.87,11.3,1007.1,81.03,1.07,27.87,0.99,3.15,28.95,35.01,0.218,1.5,10,Post-Monsoon,No Threat
2021-10-15,Mumbai,19.07,72.87,13.47,1013.46,78.61,0.18,31.52,2.06,1.45,29.78,35.67,0.168,0.74,10,Post-Monsoon,No Threat
2021-10-16,Mumbai,19.07,72.87,12.68,1010.44,79.24,0.69,30.1,0.68,0.7,25.23,35.35,0.354,2.28,10,Post-Monsoon,No Threat
2021-10-17,Mumbai,19.07,72.87,11.39,1005.58,59.47,0.82,34.36,1.13,1.95,29.1,35.43,0.134,0.34,10,Post-Monsoon,No Threat
2021-10-18,Mumbai,19.07,72.87,10.2,1003.09,82.93,0.63,29.69,0.65,1.22,29.07,35.2,0.394,1.04,10,Post-Monsoon,No Threat
2021-10-19,Mumbai,19.07,72.87,15.57,1006.95,62.67,1.46,26.28,1.15,1.9,30.0,34.5,0.201,0.44,10,Post-Monsoon,No Threat
2021-10-20,Mumbai,19.07,72.87,17.9,1014.79,78.22,2.11,29.97,1.65,0.6,28.85,34.42,0.112,0.99,10,Post-Monsoon,No Threat
2021-10-21,Mumbai,19.07,72.87,8.05,1011.15,77.35,0.52,26.69,0.4,0.58,26.01,34.74,0.31,1.01,10,Post-Monsoon,Pollution
2021-10-22,Mumbai,19.07,72.87,13.11,999.11,78.16,0.2,27.79,1.79,1.27,27.53,34.85,0.298,1.38,10,Post-Monsoon,No Threat
2021-10-23,Mumbai,19.07,72.87,20.65,1002.37,66.48,0.75,26.34,0.76,1.93,27.43,35.09,0.36,0.41,10,Post-Monsoon,No Threat
2021-10-24,Mumbai,19.07,72.87,14.31,1010.6,66.44,0.71,30.24,1.19,1.56,28.34,35.03,0.547,1.14,10,Post-Monsoon,No Threat
2021-10-25,Mumbai,19.07,72.87,24.59,998.74,86.97,0.32,26.31,2.21,2.27,28.26,34.48,0.802,0.53,10,Post-Monsoon,Erosion
2021-10-26,Mumbai,19.07,72.87,17.34,1003.57,65.32,0.33,29.22,1.03,1.0,29.92,35.8,0.159,2.8,10,Post-Monsoon,No Threat
2021-10-27,Mumbai,19.07,72.87,20.61,1006.19,71.72,1.73,32.0,1.28,1.71,26.83,35.12,0.196,1.15,10,Post-Monsoon,No Threat
2021-10-28,Mumbai,19.07,72.87,13.71,1001.51,71.28,3.91,28.18,1.9,1.05,29.7,34.79,1.205,5.3,10,Post-Monsoon,No Threat
2021-10-29,Mumbai,19.07,72.87,12.42,1005.32,88.26,0.62,28.37,2.07,1.74,26.66,34.67,0.446,1.36,10,Post-Monsoon,No Threat
2021-10-30,Mumbai,19.07,72.87,6.46,1004.68,53.04,3.6,29.59,2.41,1.67,27.85,35.37,0.879,1.23,10,Post-Monsoon,No Threat
2021-10-31,Mumbai,19.07,72.87,22.77,1001.54,82.85,2.8,31.55,1.17,1.79,30.5,34.18,1.274,1.13,10,Post-Monsoon,No Threat
2021-11-01,Mumbai,19.07,72.87,25.56,993.83,60.85,0.52,30.55,1.44,3.13,27.44,33.24,0.367,2.15,11,Post-Monsoon,No Threat
2021-11-02,Mumbai,19.07,72.87,5.75,1012.22,82.53,2.74,27.03,0.8,1.49,29.31,35.66,0.712,2.03,11,Post-Monsoon,No Threat
2021-11-03,Mumbai,19.07,72.87,22.55,1002.51,71.51,2.54,28.07,0.53,2.93,29.9,34.7,0.693,1.09,11,Post-Monsoon,No Threat
2021-11-04,Mumbai,19.07,72.87,14.84,1005.55,62.92,1.84,29.37,2.83,2.04,27.8,34.4,0.325,1.13,11,Post-Monsoon,No Threat
2021-11-05,Mumbai,19.07,72.87,17.93,1009.34,75.49,0.45,31.92,1.3,1.24,31.48,35.54,0.139,1.5,11,Post-Monsoon,No Threat
2021-11-06,Mumbai,19.07,72.87,23.68,995.66,62.26,1.65,30.95,2.34,3.06,32.0,34.09,0.425,0.43,11,Post-Monsoon,Erosion
2021-11-07,Mumbai,19.07,72.87,28.38,997.19,58.11,1.23,28.82,1.86,1.92,28.51,35.27,0.902,0.78,11,Post-Monsoon,No Threat
2021-11-08,Mumbai,19.07,72.87,18.84,1001.15,75.29,2.02,29.32,1.01,1.74,28.52,35.04,0.117,1.81,11,Post-Monsoon,No Threat
2021-11-09,Mumbai,19.07,72.87,0.04,1008.11,75.23,2.2,26.49,1.6,0.73,29.91,34.63,0.231,0.57,11,Post-Monsoon,No Threat
2021-11-10,Mumbai,19.07,72.87,24.12,1003.69,62.65,0.17,27.19,1.06,1.74,30.42,35.28,0.698,0.52,11,Post-Monsoon,No Threat
2021-11-11,Mumbai,19.07,72.87,6.2,995.86,80.17,0.09,29.45,2.06,1.36,29.61,36.0,0.189,0.58,11,Post-Monsoon,No Threat
2021-11-12,Mumbai,19.07,72.87,12.26,1012.11,88.7,0.12,25.92,1.81,1.7,27.28,34.92,1.127,1.58,11,Post-Monsoon,No Threat
2021-11-13,Mumbai,19.07,72.87,24.56,1002.01,65.49,0.56,30.8,1.99,2.73,27.4,34.44,0.307,3.2,11,Post-Monsoon,No Threat
2021-11-14,Mumbai,19.07,72.87,18.35,997.38,63.27,6.27,29.74,1.3,1.54,29.26,34.26,1.341,0.69,11,Post-Monsoon,No Threat
2021-11-15,Mumbai,19.07,72.87,26.85,1000.98,86.4,0.22,29.03,1.63,2.3,29.17,34.69,0.169,0.59,11,Post-Monsoon,No Threat
2021-11-16,Mumbai,19.07,72.87,24.34,1008.17,73.38,0.5,28.44,2.34,2.55,28.42,34.94,0.277,2.73,11,Post-Monsoon,Erosion
2021-11-17,Mumbai,19.07,72.87,20.73,1003.39,90.59,0.88,26.17,1.03,2.35,28.33,34.59,0.127,1.18,11,Post-Monsoon,No Threat
2021-11-18,Mumbai,19.07,72.87,10.81,997.08,91.84,0.82,32.5,1.09,2.68,28.21,34.79,0.824,2.61,11,Post-Monsoon,No Threat
2021-11-19,Mumbai,19.07,72.87,15.17,1004.18,83.91,1.89,30.01,2.33,1.91,28.34,35.43,0.053,0.98,11,Post-Monsoon,No Threat
2021-11-20,Mumbai,19.07,72.87,1.18,1012.11,72.5,2.63,30.8,1.14,1.29,28.52,35.04,0.282,0.53,11,Post-Monsoon,No Threat
2021-11-21,Mumbai,19.07,72.87,12.35,1009.77,84.86,0.96,28.22,1.16,1.23,29.05,34.68,0.121,1.2,11,Post-Monsoon,No Threat
2021-11-22,Mumbai,19.07,72.87,10.64,1013.65,74.02,1.4,27.23,1.27,1.48,28.97,34.93,0.978,0.35,11,Post-Monsoon,No Threat
2021-11-23,Mumbai,19.07,72.87,9.55,1001.52,44.92,0.49,31.43,0.53,1.91,27.69,33.85,0.185,1.34,11,Post-Monsoon,No Threat
2021-11-24,Mumbai,19.07,72.87,6.45,1002.35,69.19,0.54,29.35,1.99,0.1,28.55,35.12,1.546,0.93,11,Post-Monsoon,No Threat
2021-11-25,Mumbai,19.07,72.87,5.66,1000.97,74.94,1.39,32.95,1.65,0.31,28.68,35.93,0.98,0.9,11,Post-Monsoon,No Threat
2021-11-26,Mumbai,19.07,72.87,9.76,997.6,74.15,2.37,33.78,0.4,2.12,27.79,35.17,0.357,0.59,11,Post-Monsoon,No Threat
2021-11-27,Mumbai,19.07,72.87,19.29,1015.08,85.75,0.23,30.53,2.13,1.92,30.46,35.17,0.191,1.05,11,Post-Monsoon,No Threat
2021-11-28,Mumbai,19.07,72.87,2.79,1005.75,67.5,3.39,26.88,1.46,1.63,28.85,33.53,0.143,2.27,11,Post-Monsoon,No Threat
2021-11-29,Mumbai,19.07,72.87,8.55,1002.66,54.78,0.32,29.75,0.7,0.1,28.85,34.82,0.653,0.63,11,Post-Monsoon,No Threat
2021-11-30,Mumbai,19.07,72.87,21.11,1010.09,76.45,2.02,28.36,1.79,1.53,26.72,34.63,0.919,0.58,11,Post-Monsoon,No Threat
2021-12-01,Mumbai,19.07,72.87,5.8,1007.31,60.76,1.83,22.59,1.13,0.51,26.35,34.72,0.141,0.79,12,Winter,No Threat
2021-12-02,Mumbai,19.07,72.87,24.17,1003.12,78.95,0.56,23.39,1.57,1.69,25.98,34.72,0.929,0.66,12,Winter,No Threat
2021-12-03,Mumbai,19.07,72.87,9.21,1014.22,81.99,1.77,25.0,2.13,2.6,26.51,35.7,0.298,0.5,12,Winter,No Threat
2021-12-04,Mumbai,19.07,72.87,21.15,996.54,68.24,0.08,31.7,1.45,0.73,24.87,34.46,0.069,1.24,12,Winter,No Threat
2021-12-05,Mumbai,19.07,72.87,16.78,998.03,67.27,2.48,25.19,1.23,1.9,27.24,35.02,1.549,2.29,12,Winter,No Threat
2021-12-06,Mumbai,19.07,72.87,25.08,989.37,63.75,0.52,23.99,0.81,2.05,27.19,35.18,0.052,4.11,12,Winter,No Threat
2021-12-07,Mumbai,19.07,72.87,18.26,1000.99,58.33,0.18,26.49,1.22,1.32,26.69,34.71,0.859,1.51,12,Winter,No Threat
2021-12-08,Mumbai,19.07,72.87,8.37,1011.07,51.03,9.09,29.06,0.93,0.78,27.3,35.18,0.517,2.74,12,Winter,No Threat
2021-12-09,Mumbai,19.07,72.87,10.98,1010.14,63.85,2.63,25.04,1.24,2.82,25.87,34.37,0.651,1.29,12,Winter,No Threat
2021-12-10,Mumbai,19.07,72.87,5.32,1013.7,64.32,0.97,26.58,2.29,0.6,27.51,35.35,0.17,0.66,12,Winter,No Threat
2021-12-11,Mumbai,19.07,72.87,18.26,999.33,47.19,0.12,20.42,2.06,2.12,25.44,33.89,0.449,0.47,12,Winter,No Threat
